battery_level,signal_strength,processing_capability,altitude,velocity_x,velocity_y,velocity_z,target_vx,target_vy,target_vz
81.91648388447706,66.33270638512315,92.92989599556913,83.68416348712367,-6.828623160288427,-4.557628274018113,0.12784040316728537,-5.7182213624040505,-3.8165127503223197,0.08948828221709976
82.8851444221563,47.68681796053275,72.51929689477836,44.49576290790975,2.722271774001319,0.23110744146425616,1.1272412069680329,2.324625936069583,0.1973492718755392,0.789068844877623
55.47313590618649,53.63432330708662,77.72923935079174,7.658070732501039,3.074576054575454,-0.17474068845188515,-0.18486236354526056,2.6860301474354245,-0.1526580409246682,-0.1294036544816824
48.36207745038947,98.2418814636942,94.65605606610988,93.40601964885143,-1.2324674267088036,1.8630821494367205,0.36544406436407834,-1.0140581754894198,1.5329197707803504,0.2558108450548548
32.34315936540383,80.98293719454728,87.23810779539086,116.1011678921052,-1.7928495517503806,-2.848204548867572,0.6159794225754956,-1.4043596826316231,-2.2310313949167986,0.43118559580284693
35.157708726742854,47.7952903201283,73.78524631129669,27.229121886106093,2.277074757386454,2.601389599212048,0.543154268305195,1.9241746939236986,2.198227361487817,0.38020798781363646
86.58078411161608,88.28586144980811,69.37391895150873,34.599372471629295,3.0500007228186643,0.7825844207113879,0.6789135630718949,2.741215883673035,0.7033548642528177,0.4752394941503264
20.588981580080443,87.2154626501283,83.2425428296016,84.61984543516022,-1.1188492572505546,-1.6463042900247844,-0.6388778482433419,-0.8953713126675056,-1.3174729514786978,-0.44921449377033934
31.183759850212596,46.871804412158404,83.42014808952358,56.531544737175906,-5.890044200655317,-1.172097604950212,0.1627530651050056,-4.826250121374749,-0.9604064104518338,0.1139271455735039
64.28635205263967,73.55242964472481,65.1975049031306,3.6981401481527287,-1.618231274325985,3.0029155844000384,-0.1913043248816149,-1.4472257552699113,2.6855844671864078,-0.1339130274171304
88.27224586145329,54.03636915192045,52.9151370844533,33.766067042639584,0.4984900762469784,2.416698739237189,-0.42725264633653426,0.4340284616292063,2.1041863940590684,-0.29907685243557397
82.71185672851308,79.85881241964324,70.31934307200353,97.68244615992415,-2.3167407937332793,-1.2706884629777513,-0.3817378939983291,-1.9412127481096189,-1.0647184397497214,-0.2672165257988303
77.78874804771603,67.71263381508325,58.06358895168009,60.12537301240363,1.6826133061706814,1.5628591161048042,0.6653851089727862,1.437915079282474,1.3355764402906838,0.46576957628095034
